State,County,MCO Name,Service Category,Number of Active Patients,Number of Eligible MCO Patients,Number of Providers,Percent Of Eligible Patients Receiving Services,Number of Services per Active Patient,Number of Active Patients per Provider,Calendar Year,Plan Category
Michigan,Grand Traverse,Molina,Prenatal Ob/Gyn,28,380,27,0.073684211,6,2:01,2023,Comprehensive MCO
Michigan,Grand Traverse,Meridian,Prenatal Ob/Gyn,142,"1,913",30,0.07422896,4.830985915,5:01,2023,Comprehensive MCO
Michigan,Grand Traverse,United Healthcare,Prenatal Ob/Gyn,*,*,25,0.059620596,4.909090909,*,2023,Comprehensive MCO
Michigan,Grand Traverse,United Healthcare,Prenatal Ob/Gyn,*,*,23,0.073275862,4.411764706,*,2024,Comprehensive MCO
Michigan,Grand Traverse,Priority Health,Prenatal Ob/Gyn,35,943,25,0.037115589,3.171428571,2:01,2024,Comprehensive MCO
Michigan,Grand Traverse,Meridian,Prenatal Ob/Gyn,137,"2,093",27,0.065456283,4.883211679,6:01,2024,Comprehensive MCO
Michigan,Grand Traverse,Bcbs,Prenatal Ob/Gyn,*,*,15,0.007656968,1.4,*,2024,Comprehensive MCO
Michigan,Grand Traverse,Upper Peninsula Hp,Prenatal Ob/Gyn,*,*,11,0.2,2,*,2024,Comprehensive MCO
Michigan,Grand Traverse,Molina,Prenatal Ob/Gyn,61,560,27,0.108928571,5.213114754,3:01,2024,Comprehensive MCO
Michigan,Grand Traverse,Hap Midwest Hp,Prenatal Ob/Gyn,*,*,2,0,,*,2024,Comprehensive MCO
Michigan,Grand Traverse,Aetna Better Health,Prenatal Ob/Gyn,*,*,2,0.5,4,*,2024,Comprehensive MCO
Michigan,Grand Traverse,Mclaren Hp,Prenatal Ob/Gyn,72,"1,017",23,0.07079646,5.611111111,4:01,2024,Comprehensive MCO
Michigan,Gratiot,Priority Health,Prenatal Ob/Gyn,*,*,3,0,,*,2020,Comprehensive MCO
Michigan,Gratiot,Upper Peninsula Hp,Prenatal Ob/Gyn,0,0,2,,,0,2020,Comprehensive MCO
Michigan,Gratiot,Bcbs,Prenatal Ob/Gyn,*,*,12,0,,*,2020,Comprehensive MCO
Michigan,Gratiot,United Healthcare,Prenatal Ob/Gyn,*,*,13,0.06,4.333333333,*,2020,Comprehensive MCO
Michigan,Gratiot,Meridian,Prenatal Ob/Gyn,*,*,14,0.130718954,11.25,*,2020,Comprehensive MCO
Michigan,Gratiot,Molina,Prenatal Ob/Gyn,*,*,14,0.078651685,8,*,2020,Comprehensive MCO
Michigan,Gratiot,Hap Midwest Hp,Prenatal Ob/Gyn,0,0,1,,,0,2020,Comprehensive MCO
Michigan,Gratiot,Total Health Care,Prenatal Ob/Gyn,0,0,3,,,0,2020,Comprehensive MCO
Michigan,Gratiot,Aetna Better Health,Prenatal Ob/Gyn,0,0,7,,,0,2020,Comprehensive MCO
Michigan,Gratiot,Mclaren Hp,Prenatal Ob/Gyn,41,569,5,0.072056239,12.48780488,9:01,2020,Comprehensive MCO
Michigan,Gratiot,Upper Peninsula Hp,Prenatal Ob/Gyn,*,*,1,0,,*,2021,Comprehensive MCO
Michigan,Gratiot,Bcbs,Prenatal Ob/Gyn,*,*,8,0,,*,2021,Comprehensive MCO
Michigan,Gratiot,Priority Health,Prenatal Ob/Gyn,*,*,5,0,,*,2021,Comprehensive MCO
Michigan,Gratiot,Total Health Care,Prenatal Ob/Gyn,0,0,2,,,0,2021,Comprehensive MCO
Michigan,Gratiot,United Healthcare,Prenatal Ob/Gyn,*,*,8,0.019230769,4,*,2021,Comprehensive MCO
Michigan,Gratiot,Molina,Prenatal Ob/Gyn,*,*,10,0.1171875,8.733333333,*,2021,Comprehensive MCO
Michigan,Gratiot,Mclaren Hp,Prenatal Ob/Gyn,53,727,4,0.072902338,14.88679245,14:01,2021,Comprehensive MCO
Michigan,Gratiot,Meridian,Prenatal Ob/Gyn,23,218,9,0.105504587,12.04347826,3:01,2021,Comprehensive MCO
Michigan,Gratiot,Aetna Better Health,Prenatal Ob/Gyn,0,0,4,,,0,2021,Comprehensive MCO
Michigan,Gratiot,Aetna Better Health,Prenatal Ob/Gyn,0,0,3,,,0,2022,Comprehensive MCO
Michigan,Gratiot,Bcbs,Prenatal Ob/Gyn,*,*,6,0,,*,2022,Comprehensive MCO
Michigan,Gratiot,United Healthcare,Prenatal Ob/Gyn,*,*,7,0.016666667,1,*,2022,Comprehensive MCO
Michigan,Gratiot,Upper Peninsula Hp,Prenatal Ob/Gyn,*,*,0,0,,*,2022,Comprehensive MCO
Michigan,Gratiot,Molina,Prenatal Ob/Gyn,*,*,8,0.068571429,5.166666667,*,2022,Comprehensive MCO
Michigan,Gratiot,Priority Health,Prenatal Ob/Gyn,*,*,6,0.25,4,*,2022,Comprehensive MCO
Michigan,Gratiot,Hap Midwest Hp,Prenatal Ob/Gyn,*,*,0,0,,*,2022,Comprehensive MCO
Michigan,Gratiot,Mclaren Hp,Prenatal Ob/Gyn,60,916,3,0.065502183,12.65,20:01,2022,Comprehensive MCO
Michigan,Gratiot,Meridian,Prenatal Ob/Gyn,22,268,8,0.082089552,7.681818182,3:01,2022,Comprehensive MCO
Michigan,Gratiot,United Healthcare,Prenatal Ob/Gyn,*,*,10,0.053191489,5.2,*,2023,Comprehensive MCO
Michigan,Gratiot,Priority Health,Prenatal Ob/Gyn,*,*,9,0,,*,2023,Comprehensive MCO
Michigan,Gratiot,Molina,Prenatal Ob/Gyn,*,*,11,0.089068826,7.5,*,2023,Comprehensive MCO
Michigan,Gratiot,Meridian,Prenatal Ob/Gyn,37,349,12,0.106017192,10.78378378,4:01,2023,Comprehensive MCO
Michigan,Gratiot,Mclaren Hp,Prenatal Ob/Gyn,89,"1,168",5,0.07619863,12.28089888,18:01,2023,Comprehensive MCO
Michigan,Gratiot,Hap Midwest Hp,Prenatal Ob/Gyn,*,*,1,0,,*,2023,Comprehensive MCO
Michigan,Gratiot,Bcbs,Prenatal Ob/Gyn,*,*,8,0.142857143,4.5,*,2023,Comprehensive MCO
Michigan,Gratiot,Aetna Better Health,Prenatal Ob/Gyn,0,0,2,,,0,2023,Comprehensive MCO
Michigan,Gratiot,Bcbs,Prenatal Ob/Gyn,*,*,10,0.038834951,5.5,*,2024,Comprehensive MCO
Michigan,Gratiot,Upper Peninsula Hp,Prenatal Ob/Gyn,*,*,0,0.25,47,*,2024,Comprehensive MCO
Michigan,Gratiot,United Healthcare,Prenatal Ob/Gyn,*,*,11,0.028776978,3.5,*,2024,Comprehensive MCO
Michigan,Gratiot,Priority Health,Prenatal Ob/Gyn,*,*,7,0.090909091,10,*,2024,Comprehensive MCO
Michigan,Gratiot,Molina,Prenatal Ob/Gyn,*,*,12,0.104278075,9.102564103,*,2024,Comprehensive MCO
Michigan,Gratiot,Hap Midwest Hp,Prenatal Ob/Gyn,*,*,6,0,,*,2024,Comprehensive MCO
Michigan,Gratiot,Meridian,Prenatal Ob/Gyn,43,453,11,0.094922737,11.72093023,4:01,2024,Comprehensive MCO
Michigan,Gratiot,Mclaren Hp,Prenatal Ob/Gyn,141,"1,592",5,0.088567839,11.95035461,29:01:00,2024,Comprehensive MCO
Michigan,Gratiot,Aetna Better Health,Prenatal Ob/Gyn,*,*,5,0,,*,2024,Comprehensive MCO
Michigan,Hillsdale,Meridian,Prenatal Ob/Gyn,68,662,11,0.102719033,11.13235294,7:01,2020,Comprehensive MCO
Michigan,Hillsdale,Aetna Better Health,Prenatal Ob/Gyn,*,*,7,0.058823529,2,*,2020,Comprehensive MCO
Michigan,Hillsdale,Bcbs,Prenatal Ob/Gyn,15,134,10,0.111940299,4.733333333,2:01,2020,Comprehensive MCO
Michigan,Hillsdale,Upper Peninsula Hp,Prenatal Ob/Gyn,0,0,1,,,0,2020,Comprehensive MCO
Michigan,Hillsdale,United Healthcare,Prenatal Ob/Gyn,*,*,10,0.102564103,6.416666667,*,2020,Comprehensive MCO
Michigan,Hillsdale,Total Health Care,Prenatal Ob/Gyn,0,0,1,,,0,2020,Comprehensive MCO
Michigan,Hillsdale,Mclaren Hp,Prenatal Ob/Gyn,*,*,10,0.136363636,7.555555556,*,2020,Comprehensive MCO
Michigan,Hillsdale,Priority Health,Prenatal Ob/Gyn,*,*,6,0,,*,2020,Comprehensive MCO
Michigan,Hillsdale,Molina,Prenatal Ob/Gyn,*,*,11,0.088888889,2.75,*,2020,Comprehensive MCO
Michigan,Hillsdale,Meridian,Prenatal Ob/Gyn,75,808,12,0.092821782,10.09333333,7:01,2021,Comprehensive MCO
Michigan,Hillsdale,Priority Health,Prenatal Ob/Gyn,*,*,7,0,,*,2021,Comprehensive MCO
Michigan,Hillsdale,Mclaren Hp,Prenatal Ob/Gyn,*,*,10,0.093023256,4.75,*,2021,Comprehensive MCO
Michigan,Hillsdale,Bcbs,Prenatal Ob/Gyn,*,*,11,0.085714286,4.6,*,2021,Comprehensive MCO
Michigan,Hillsdale,Hap Midwest Hp,Prenatal Ob/Gyn,0,0,2,,,0,2021,Comprehensive MCO
Michigan,Hillsdale,Aetna Better Health,Prenatal Ob/Gyn,*,*,9,0.1,2,*,2021,Comprehensive MCO
Michigan,Hillsdale,United Healthcare,Prenatal Ob/Gyn,*,*,11,0.062111801,9.5,*,2021,Comprehensive MCO
Michigan,Hillsdale,Total Health Care,Prenatal Ob/Gyn,*,*,1,0,,*,2021,Comprehensive MCO
Michigan,Hillsdale,Molina,Prenatal Ob/Gyn,*,*,12,0.033333333,4.5,*,2021,Comprehensive MCO
Michigan,Hillsdale,Meridian,Prenatal Ob/Gyn,82,"1,003",11,0.081754736,7.219512195,8:01,2022,Comprehensive MCO
Michigan,Hillsdale,Priority Health,Prenatal Ob/Gyn,*,*,6,0,,*,2022,Comprehensive MCO
Michigan,Hillsdale,Mclaren Hp,Prenatal Ob/Gyn,*,*,9,0.055555556,7.833333333,*,2022,Comprehensive MCO
Michigan,Hillsdale,Bcbs,Prenatal Ob/Gyn,19,253,10,0.075098814,6.052631579,2:01,2022,Comprehensive MCO
Michigan,Hillsdale,Aetna Better Health,Prenatal Ob/Gyn,*,*,7,0.098591549,4.142857143,*,2022,Comprehensive MCO
Michigan,Hillsdale,Hap Midwest Hp,Prenatal Ob/Gyn,0,0,1,,,0,2022,Comprehensive MCO
Michigan,Hillsdale,United Healthcare,Prenatal Ob/Gyn,*,*,11,0.069892473,5.076923077,*,2022,Comprehensive MCO
Michigan,Hillsdale,Molina,Prenatal Ob/Gyn,*,*,10,0.071428571,3.4,*,2022,Comprehensive MCO
Michigan,Hillsdale,Mclaren Hp,Prenatal Ob/Gyn,*,*,10,0.053030303,3.285714286,*,2023,Comprehensive MCO
Michigan,Hillsdale,Bcbs,Prenatal Ob/Gyn,30,361,11,0.083102493,5,3:01,2023,Comprehensive MCO
Michigan,Hillsdale,Aetna Better Health,Prenatal Ob/Gyn,*,*,8,0.139534884,4.25,*,2023,Comprehensive MCO
Michigan,Hillsdale,United Healthcare,Prenatal Ob/Gyn,26,258,11,0.100775194,3.269230769,3:01,2023,Comprehensive MCO
Michigan,Hillsdale,Priority Health,Prenatal Ob/Gyn,*,*,9,0,,*,2023,Comprehensive MCO
Michigan,Hillsdale,Molina,Prenatal Ob/Gyn,*,*,9,0.077669903,2.625,*,2023,Comprehensive MCO
Michigan,Hillsdale,Meridian,Prenatal Ob/Gyn,113,"1,261",11,0.08961142,8.831858407,11:01,2023,Comprehensive MCO
Michigan,Hillsdale,Mclaren Hp,Prenatal Ob/Gyn,15,181,10,0.082872928,7,2:01,2024,Comprehensive MCO
Michigan,Hillsdale,Hap Midwest Hp,Prenatal Ob/Gyn,*,*,3,0,,*,2024,Comprehensive MCO
Michigan,Hillsdale,Aetna Better Health,Prenatal Ob/Gyn,*,*,10,0.064814815,12.85714286,*,2024,Comprehensive MCO
Michigan,Hillsdale,Bcbs,Prenatal Ob/Gyn,45,503,11,0.089463221,4.644444444,5:01,2024,Comprehensive MCO
Michigan,Hillsdale,Upper Peninsula Hp,Prenatal Ob/Gyn,*,*,0,0,,*,2024,Comprehensive MCO
Michigan,Hillsdale,United Healthcare,Prenatal Ob/Gyn,30,401,10,0.074812968,3.733333333,3:01,2024,Comprehensive MCO
Michigan,Hillsdale,Molina,Prenatal Ob/Gyn,13,131,10,0.099236641,5.153846154,2:01,2024,Comprehensive MCO
Michigan,Hillsdale,Priority Health,Prenatal Ob/Gyn,*,*,8,0,,*,2024,Comprehensive MCO
Michigan,Hillsdale,Meridian,Prenatal Ob/Gyn,146,"1,626",11,0.089790898,7.404109589,14:01,2024,Comprehensive MCO
Michigan,Houghton,Upper Peninsula Hp,Prenatal Ob/Gyn,*,*,8,0.098092643,9.194444444,*,2020,Comprehensive MCO
Michigan,Houghton,Total Health Care,Prenatal Ob/Gyn,0,0,1,,,0,2020,Comprehensive MCO
Michigan,Houghton,Priority Health,Prenatal Ob/Gyn,*,*,3,0.5,5,*,2020,Comprehensive MCO
Michigan,Houghton,Molina,Prenatal Ob/Gyn,*,*,2,0,,*,2020,Comprehensive MCO
Michigan,Houghton,Meridian,Prenatal Ob/Gyn,*,*,4,0,,*,2020,Comprehensive MCO
Michigan,Houghton,United Healthcare,Prenatal Ob/Gyn,0,0,3,,,0,2020,Comprehensive MCO
Michigan,Houghton,Hap Midwest Hp,Prenatal Ob/Gyn,0,0,1,,,0,2020,Comprehensive MCO
Michigan,Houghton,Aetna Better Health,Prenatal Ob/Gyn,0,0,1,,,0,2020,Comprehensive MCO
Michigan,Houghton,Mclaren Hp,Prenatal Ob/Gyn,0,0,2,,,0,2020,Comprehensive MCO
Michigan,Houghton,Bcbs,Prenatal Ob/Gyn,*,*,2,0,,*,2020,Comprehensive MCO
Michigan,Houghton,United Healthcare,Prenatal Ob/Gyn,0,0,2,,,0,2021,Comprehensive MCO
Michigan,Houghton,Total Health Care,Prenatal Ob/Gyn,0,0,1,,,0,2021,Comprehensive MCO
Michigan,Houghton,Upper Peninsula Hp,Prenatal Ob/Gyn,*,*,7,0.07735426,12.47826087,*,2021,Comprehensive MCO
Michigan,Houghton,Priority Health,Prenatal Ob/Gyn,0,0,1,,,0,2021,Comprehensive MCO
Michigan,Houghton,Molina,Prenatal Ob/Gyn,0,0,2,,,0,2021,Comprehensive MCO
Michigan,Houghton,Meridian,Prenatal Ob/Gyn,*,*,2,0,,*,2021,Comprehensive MCO
Michigan,Houghton,Mclaren Hp,Prenatal Ob/Gyn,*,*,2,0,,*,2021,Comprehensive MCO
Michigan,Houghton,Hap Midwest Hp,Prenatal Ob/Gyn,0,0,2,,,0,2021,Comprehensive MCO
Michigan,Houghton,Bcbs,Prenatal Ob/Gyn,0,0,3,,,0,2021,Comprehensive MCO
Michigan,Houghton,Aetna Better Health,Prenatal Ob/Gyn,0,0,1,,,0,2021,Comprehensive MCO
Michigan,Houghton,Upper Peninsula Hp,Prenatal Ob/Gyn,*,*,8,0.073038774,10.24691358,*,2022,Comprehensive MCO
Michigan,Houghton,United Healthcare,Prenatal Ob/Gyn,0,0,3,,,0,2022,Comprehensive MCO
Michigan,Houghton,Priority Health,Prenatal Ob/Gyn,*,*,2,0,,*,2022,Comprehensive MCO
Michigan,Houghton,Meridian,Prenatal Ob/Gyn,*,*,4,0,,*,2022,Comprehensive MCO
Michigan,Houghton,Mclaren Hp,Prenatal Ob/Gyn,*,*,3,0,,*,2022,Comprehensive MCO
Michigan,Houghton,Molina,Prenatal Ob/Gyn,*,*,3,0,,*,2022,Comprehensive MCO
Michigan,Houghton,Hap Midwest Hp,Prenatal Ob/Gyn,0,0,2,,,0,2022,Comprehensive MCO
Michigan,Houghton,Bcbs,Prenatal Ob/Gyn,*,*,3,0,,*,2022,Comprehensive MCO
Michigan,Houghton,Aetna Better Health,Prenatal Ob/Gyn,0,0,1,,,0,2022,Comprehensive MCO
Michigan,Houghton,Upper Peninsula Hp,Prenatal Ob/Gyn,*,*,9,0.072142857,8.277227723,*,2023,Comprehensive MCO
Michigan,Houghton,United Healthcare,Prenatal Ob/Gyn,*,*,2,0,,*,2023,Comprehensive MCO
Michigan,Houghton,Priority Health,Prenatal Ob/Gyn,*,*,1,0,,*,2023,Comprehensive MCO
Michigan,Houghton,Molina,Prenatal Ob/Gyn,*,*,1,0,,*,2023,Comprehensive MCO
Michigan,Houghton,Meridian,Prenatal Ob/Gyn,*,*,1,0,,*,2023,Comprehensive MCO
Michigan,Houghton,Mclaren Hp,Prenatal Ob/Gyn,*,*,1,0,,*,2023,Comprehensive MCO
Michigan,Houghton,Hap Midwest Hp,Prenatal Ob/Gyn,0,0,1,,,0,2023,Comprehensive MCO
Michigan,Houghton,Bcbs,Prenatal Ob/Gyn,0,0,1,,,0,2023,Comprehensive MCO
Michigan,Houghton,Aetna Better Health,Prenatal Ob/Gyn,*,*,0,0,,*,2023,Comprehensive MCO
Michigan,Houghton,United Healthcare,Prenatal Ob/Gyn,*,*,0,0,,*,2024,Comprehensive MCO
Michigan,Houghton,Upper Peninsula Hp,Prenatal Ob/Gyn,*,*,9,0.063393412,4.882352941,*,2024,Comprehensive MCO
Michigan,Houghton,Priority Health,Prenatal Ob/Gyn,*,*,0,0,,*,2024,Comprehensive MCO
Michigan,Houghton,Meridian,Prenatal Ob/Gyn,*,*,1,0,,*,2024,Comprehensive MCO
Michigan,Houghton,Mclaren Hp,Prenatal Ob/Gyn,*,*,0,0,,*,2024,Comprehensive MCO
Michigan,Houghton,Molina,Prenatal Ob/Gyn,*,*,0,0,,*,2024,Comprehensive MCO
Michigan,Houghton,Aetna Better Health,Prenatal Ob/Gyn,*,*,0,0,,*,2024,Comprehensive MCO
Michigan,Houghton,Bcbs,Prenatal Ob/Gyn,*,*,0,0,,*,2024,Comprehensive MCO
Michigan,Huron,United Healthcare,Prenatal Ob/Gyn,*,*,12,0.076555024,6.0625,*,2020,Comprehensive MCO
Michigan,Huron,Total Health Care,Prenatal Ob/Gyn,0,0,4,,,0,2020,Comprehensive MCO
Michigan,Huron,Priority Health,Prenatal Ob/Gyn,0,0,3,,,0,2020,Comprehensive MCO
Michigan,Huron,Upper Peninsula Hp,Prenatal Ob/Gyn,0,0,1,,,0,2020,Comprehensive MCO
Michigan,Huron,Molina,Prenatal Ob/Gyn,*,*,11,0.068965517,7,*,2020,Comprehensive MCO
Michigan,Huron,Mclaren Hp,Prenatal Ob/Gyn,*,*,11,0.05,14.75,*,2020,Comprehensive MCO
Michigan,Huron,Meridian,Prenatal Ob/Gyn,17,236,13,0.072033898,5.941176471,2:01,2020,Comprehensive MCO
Michigan,Huron,Hap Midwest Hp,Prenatal Ob/Gyn,*,*,4,0.25,1.5,*,2020,Comprehensive MCO
Michigan,Huron,Bcbs,Prenatal Ob/Gyn,*,*,10,0.084745763,5.6,*,2020,Comprehensive MCO
Michigan,Huron,Aetna Better Health,Prenatal Ob/Gyn,0,0,2,,,0,2020,Comprehensive MCO
Michigan,Huron,United Healthcare,Prenatal Ob/Gyn,*,*,6,0.05982906,5.214285714,*,2021,Comprehensive MCO
Michigan,Huron,Total Health Care,Prenatal Ob/Gyn,0,0,1,,,0,2021,Comprehensive MCO
Michigan,Huron,Meridian,Prenatal Ob/Gyn,18,275,6,0.065454545,5.833333333,3:01,2021,Comprehensive MCO
Michigan,Huron,Mclaren Hp,Prenatal Ob/Gyn,*,*,6,0.057692308,12.5,*,2021,Comprehensive MCO
Michigan,Huron,Molina,Prenatal Ob/Gyn,*,*,4,0.085106383,1.5,*,2021,Comprehensive MCO
Michigan,Huron,Hap Midwest Hp,Prenatal Ob/Gyn,*,*,0,0,,*,2021,Comprehensive MCO
Michigan,Huron,Bcbs,Prenatal Ob/Gyn,*,*,6,0.101449275,3.714285714,*,2021,Comprehensive MCO
Michigan,Huron,United Healthcare,Prenatal Ob/Gyn,16,286,10,0.055944056,5.25,2:01,2022,Comprehensive MCO
Michigan,Huron,Priority Health,Prenatal Ob/Gyn,*,*,1,0,,*,2022,Comprehensive MCO
Michigan,Huron,Molina,Prenatal Ob/Gyn,*,*,9,0.070422535,10.4,*,2022,Comprehensive MCO
Michigan,Huron,Mclaren Hp,Prenatal Ob/Gyn,*,*,9,0.078571429,9.363636364,*,2022,Comprehensive MCO
Michigan,Huron,Hap Midwest Hp,Prenatal Ob/Gyn,*,*,1,0.083333333,1,*,2022,Comprehensive MCO
Michigan,Huron,Meridian,Prenatal Ob/Gyn,22,332,10,0.06626506,8.863636364,3:01,2022,Comprehensive MCO
Michigan,Huron,Bcbs,Prenatal Ob/Gyn,*,*,9,0.072164948,4.714285714,*,2022,Comprehensive MCO
Michigan,Huron,Aetna Better Health,Prenatal Ob/Gyn,0,0,1,,,0,2022,Comprehensive MCO
Michigan,Huron,United Healthcare,Prenatal Ob/Gyn,17,353,8,0.04815864,9.235294118,3:01,2023,Comprehensive MCO
Michigan,Huron,Priority Health,Prenatal Ob/Gyn,*,*,2,0,,*,2023,Comprehensive MCO
Michigan,Huron,Molina,Prenatal Ob/Gyn,*,*,8,0.141304348,12.15384615,*,2023,Comprehensive MCO
Michigan,Huron,Mclaren Hp,Prenatal Ob/Gyn,15,187,8,0.080213904,11.86666667,2:01,2023,Comprehensive MCO
Michigan,Huron,Hap Midwest Hp,Prenatal Ob/Gyn,*,*,4,0.1,24,*,2023,Comprehensive MCO
Michigan,Huron,Bcbs,Prenatal Ob/Gyn,*,*,7,0.056338028,4.75,*,2023,Comprehensive MCO
Michigan,Huron,Meridian,Prenatal Ob/Gyn,36,434,8,0.082949309,7.805555556,5:01,2023,Comprehensive MCO
Michigan,Huron,Aetna Better Health,Prenatal Ob/Gyn,*,*,0,0,,*,2023,Comprehensive MCO
Michigan,Huron,United Healthcare,Prenatal Ob/Gyn,30,391,10,0.076726343,9.3,3:01,2024,Comprehensive MCO
Michigan,Huron,Priority Health,Prenatal Ob/Gyn,0,0,2,,,0,2024,Comprehensive MCO
Michigan,Huron,Molina,Prenatal Ob/Gyn,*,*,8,0.070967742,8.363636364,*,2024,Comprehensive MCO
Michigan,Huron,Meridian,Prenatal Ob/Gyn,42,551,10,0.076225045,11.5,5:01,2024,Comprehensive MCO
Michigan,Huron,Mclaren Hp,Prenatal Ob/Gyn,20,257,7,0.077821012,12.7,3:01,2024,Comprehensive MCO
Michigan,Huron,Hap Midwest Hp,Prenatal Ob/Gyn,*,*,5,0.117647059,4,*,2024,Comprehensive MCO
Michigan,Huron,Bcbs,Prenatal Ob/Gyn,*,*,10,0.050561798,4.222222222,*,2024,Comprehensive MCO
Michigan,Huron,Aetna Better Health,Prenatal Ob/Gyn,*,*,0,0,,*,2024,Comprehensive MCO
Michigan,Ingham,Mclaren Hp,Prenatal Ob/Gyn,212,"2,792",105,0.075931232,9.070754717,3:01,2020,Comprehensive MCO
Michigan,Ingham,Hap Midwest Hp,Prenatal Ob/Gyn,*,*,27,0,,*,2020,Comprehensive MCO
Michigan,Ingham,Aetna Better Health,Prenatal Ob/Gyn,*,*,53,0,,*,2020,Comprehensive MCO
Michigan,Ingham,Bcbs,Prenatal Ob/Gyn,131,"1,975",137,0.066329114,5.427480916,1:02,2020,Comprehensive MCO
Michigan,Ingham,Upper Peninsula Hp,Prenatal Ob/Gyn,*,*,1,0,,*,2020,Comprehensive MCO
Michigan,Ingham,United Healthcare,Prenatal Ob/Gyn,*,*,94,0.166666667,8.5,*,2020,Comprehensive MCO
Michigan,Ingham,Total Health Care,Prenatal Ob/Gyn,*,*,50,0,,*,2020,Comprehensive MCO
Michigan,Ingham,Priority Health,Prenatal Ob/Gyn,*,*,37,0,,*,2020,Comprehensive MCO
Michigan,Ingham,Molina,Prenatal Ob/Gyn,*,*,118,0.048611111,5.357142857,*,2020,Comprehensive MCO
Michigan,Ingham,Meridian,Prenatal Ob/Gyn,55,971,142,0.056642636,9.836363636,1:03,2020,Comprehensive MCO
Michigan,Ingham,Mclaren Hp,Prenatal Ob/Gyn,260,"3,755",101,0.069241012,10.38076923,3:01,2021,Comprehensive MCO
Michigan,Ingham,Hap Midwest Hp,Prenatal Ob/Gyn,*,*,25,0,,*,2021,Comprehensive MCO
Michigan,Ingham,Bcbs,Prenatal Ob/Gyn,199,"2,780",106,0.071582734,7.125628141,2:01,2021,Comprehensive MCO
Michigan,Ingham,Aetna Better Health,Prenatal Ob/Gyn,*,*,41,0,,*,2021,Comprehensive MCO
Michigan,Ingham,Upper Peninsula Hp,Prenatal Ob/Gyn,*,*,4,0,,*,2021,Comprehensive MCO
Michigan,Ingham,United Healthcare,Prenatal Ob/Gyn,*,*,68,0.076923077,2,*,2021,Comprehensive MCO
Michigan,Ingham,Total Health Care,Prenatal Ob/Gyn,*,*,22,0,,*,2021,Comprehensive MCO
Michigan,Ingham,Priority Health,Prenatal Ob/Gyn,*,*,50,0,,*,2021,Comprehensive MCO
Michigan,Ingham,Molina,Prenatal Ob/Gyn,17,418,99,0.040669856,6.588235294,1:06,2021,Comprehensive MCO
Michigan,Ingham,Meridian,Prenatal Ob/Gyn,68,"1,176",111,0.057823129,13.41176471,1:02,2021,Comprehensive MCO
Michigan,Ingham,Mclaren Hp,Prenatal Ob/Gyn,325,"4,661",109,0.069727526,9.855384615,3:01,2022,Comprehensive MCO
Michigan,Ingham,Hap Midwest Hp,Prenatal Ob/Gyn,*,*,29,0,,*,2022,Comprehensive MCO
Michigan,Ingham,Aetna Better Health,Prenatal Ob/Gyn,*,*,36,0,,*,2022,Comprehensive MCO
Michigan,Ingham,Bcbs,Prenatal Ob/Gyn,246,"3,460",108,0.071098266,7.556910569,3:01,2022,Comprehensive MCO
Michigan,Ingham,Upper Peninsula Hp,Prenatal Ob/Gyn,*,*,0,0.222222222,2,*,2022,Comprehensive MCO
Michigan,Ingham,United Healthcare,Prenatal Ob/Gyn,*,*,75,0.05,1,*,2022,Comprehensive MCO
Michigan,Ingham,Priority Health,Prenatal Ob/Gyn,*,*,62,0.052631579,2,*,2022,Comprehensive MCO
Michigan,Ingham,Molina,Prenatal Ob/Gyn,*,*,108,0.05019305,5.076923077,*,2022,Comprehensive MCO
Michigan,Ingham,Meridian,Prenatal Ob/Gyn,73,"1,352",114,0.053994083,8.739726027,1:02,2022,Comprehensive MCO
Michigan,Ingham,Mclaren Hp,Prenatal Ob/Gyn,472,"6,263",107,0.075363244,10.0720339,5:01,2023,Comprehensive MCO
Michigan,Ingham,Hap Midwest Hp,Prenatal Ob/Gyn,*,*,37,0.125,2,*,2023,Comprehensive MCO
Michigan,Ingham,Bcbs,Prenatal Ob/Gyn,333,"4,963",111,0.067096514,8.531531532,3:01,2023,Comprehensive MCO
Michigan,Ingham,Aetna Better Health,Prenatal Ob/Gyn,*,*,39,0.142857143,3,*,2023,Comprehensive MCO
Michigan,Ingham,Upper Peninsula Hp,Prenatal Ob/Gyn,*,*,0,0,,*,2023,Comprehensive MCO
Michigan,Ingham,United Healthcare,Prenatal Ob/Gyn,*,*,74,0.018867925,3,*,2023,Comprehensive MCO
Michigan,Ingham,Priority Health,Prenatal Ob/Gyn,*,*,70,0.027777778,3,*,2023,Comprehensive MCO
Michigan,Ingham,Molina,Prenatal Ob/Gyn,*,*,103,0.049401198,5.363636364,*,2023,Comprehensive MCO
Michigan,Ingham,Meridian,Prenatal Ob/Gyn,79,"1,700",112,0.046470588,6.784810127,1:02,2023,Comprehensive MCO
Michigan,Ingham,Mclaren Hp,Prenatal Ob/Gyn,807,"10,990",109,0.073430391,9.765799257,8:01,2024,Comprehensive MCO
Michigan,Ingham,Hap Midwest Hp,Prenatal Ob/Gyn,51,"1,578",79,0.032319392,4.098039216,1:02,2024,Comprehensive MCO
Michigan,Ingham,Bcbs,Prenatal Ob/Gyn,440,"6,476",122,0.067943175,7.520454545,4:01,2024,Comprehensive MCO
Michigan,Ingham,Aetna Better Health,Prenatal Ob/Gyn,62,"1,807",76,0.034311013,5.919354839,1:02,2024,Comprehensive MCO
